hour_start_ct,LZ_HOUSTON,LZ_NORTH,LZ_SOUTH,LZ_WEST
2023-07-18T12:00:00-05:00,34.62,28.25,31.86,9.97
2023-07-18T13:00:00-05:00,60.19,44.53,52.45,16.19
2023-07-18T14:00:00-05:00,83.41,67.08,67.24,29.8
2023-07-18T15:00:00-05:00,102.23,79.97,94.13,40.39
2023-07-18T16:00:00-05:00,116.51,97.11,100.59,53.5
2023-07-18T17:00:00-05:00,102.28,91.68,87.96,51.47
2023-07-18T18:00:00-05:00,100.88,105.22,80.72,71.58
2023-07-18T19:00:00-05:00,128.86,142.14,84.7,125.88
2023-07-18T20:00:00-05:00,92.32,98.88,64.72,101.67
2023-07-18T21:00:00-05:00,36.43,36.11,30.66,42.86
2023-07-18T22:00:00-05:00,27.46,26.83,25.38,32.12
2023-07-18T23:00:00-05:00,23.55,22.62,22.77,28.25
2023-07-19T00:00:00-05:00,21.08,20.85,20.52,22.07
2023-07-19T01:00:00-05:00,19.4,18.88,18.91,22.32
2023-07-19T02:00:00-05:00,17.79,16.98,17.62,19.77
2023-07-19T03:00:00-05:00,16.67,15.91,16.51,17.5
2023-07-19T04:00:00-05:00,16.74,15.96,16.79,18.83
2023-07-19T05:00:00-05:00,16.82,16.08,16.88,20.29
2023-07-19T06:00:00-05:00,15.61,14.22,16.31,18.63
2023-07-19T07:00:00-05:00,15.49,14.37,15.77,15.55
2023-07-19T08:00:00-05:00,15.57,12.81,16.07,6.45
2023-07-19T09:00:00-05:00,17.77,14.02,16.82,1.87
2023-07-19T10:00:00-05:00,22.41,16.99,19.29,3.86
2023-07-19T11:00:00-05:00,30.48,23.88,24.97,9.51
2023-07-19T12:00:00-05:00,38.09,30.13,28.97,17.83
2023-07-19T13:00:00-05:00,48.17,38.79,36.34,24.98
2023-07-19T14:00:00-05:00,67.2,53.88,48.04,37.16
2023-07-19T15:00:00-05:00,90.06,71.12,57.96,50.16
2023-07-19T16:00:00-05:00,102.37,84.14,63.55,58.51
2023-07-19T17:00:00-05:00,92.67,81.55,63.51,55.97
2023-07-19T18:00:00-05:00,84.97,89.5,64.79,68.1
2023-07-19T19:00:00-05:00,115.83,125.28,78.97,118.66
2023-07-19T20:00:00-05:00,79.75,83.87,55.54,89.12
2023-07-19T21:00:00-05:00,32.26,31.73,28.25,36.98
2023-07-19T22:00:00-05:00,27.59,27.13,25.53,30.29
2023-07-19T23:00:00-05:00,23.5,22.84,22.63,26.52
2023-07-20T00:00:00-05:00,21.09,20.53,20.22,23.65
2023-07-20T01:00:00-05:00,18.96,18.58,18.39,21.11
2023-07-20T02:00:00-05:00,17.71,17.46,17.33,19.4
2023-07-20T03:00:00-05:00,17.23,17.12,16.7,18.68
2023-07-20T04:00:00-05:00,18.07,17.98,17.5,19.47
2023-07-20T05:00:00-05:00,20.04,19.99,19.4,22.49
2023-07-20T06:00:00-05:00,22.51,22.5,21.7,24.18
2023-07-20T07:00:00-05:00,22.56,22.66,21.57,22.97
2023-07-20T08:00:00-05:00,21.19,21.25,19.76,21.13
2023-07-20T09:00:00-05:00,23.13,22.5,20.18,22.09
2023-07-20T10:00:00-05:00,28.68,26.97,24.94,25.95
2023-07-20T11:00:00-05:00,36.09,33.46,30.31,32.05
2023-07-20T12:00:00-05:00,56.07,53.33,50.83,51.71
2023-07-20T13:00:00-05:00,80.64,73.41,64.35,71.34
2023-07-20T14:00:00-05:00,138.91,129.25,117.41,126.17
2023-07-20T15:00:00-05:00,261.93,249.81,222.67,245.03
2023-07-20T16:00:00-05:00,334.33,326.41,291.35,321.94
2023-07-20T17:00:00-05:00,307.19,310.26,267.94,308.36
2023-07-20T18:00:00-05:00,285.51,299.36,238.53,299.9
2023-07-20T19:00:00-05:00,465.42,483.43,375.44,489.55
2023-07-20T20:00:00-05:00,283.23,292.21,227.58,299.26
2023-07-20T21:00:00-05:00,61.95,62.76,53.28,69.58
2023-07-20T22:00:00-05:00,30.55,30.33,28.8,35.02
2023-07-20T23:00:00-05:00,26.17,25.92,25.12,28.98
2023-07-21T00:00:00-05:00,21.25,20.89,21.08,22.87
2023-07-21T01:00:00-05:00,19.09,18.75,19.04,21.15
2023-07-21T02:00:00-05:00,17.95,17.73,17.95,19.22
2023-07-21T03:00:00-05:00,17.33,17.18,17.3,18.51
2023-07-21T04:00:00-05:00,17.39,17.28,17.36,18.23
2023-07-21T05:00:00-05:00,18.34,18.28,18.27,18.89
2023-07-21T06:00:00-05:00,18.69,18.63,18.69,19.19
2023-07-21T07:00:00-05:00,19.32,19.31,19.27,19.31
2023-07-21T08:00:00-05:00,19.67,19.36,19.2,19.27
2023-07-21T09:00:00-05:00,22.16,21.17,20.81,21.0
2023-07-21T10:00:00-05:00,28.66,27.21,26.82,26.91
2023-07-21T11:00:00-05:00,34.32,32.5,32.12,32.25
2023-07-21T12:00:00-05:00,48.65,46.8,47.09,46.54
2023-07-21T13:00:00-05:00,95.73,94.41,95.8,93.96
2023-07-21T14:00:00-05:00,180.78,176.34,176.48,175.24
2023-07-21T15:00:00-05:00,298.08,293.71,300.75,292.27
2023-07-21T16:00:00-05:00,315.63,312.23,315.63,311.39
2023-07-21T17:00:00-05:00,235.44,238.23,234.1,238.06
2023-07-21T18:00:00-05:00,166.99,175.77,160.79,177.16
2023-07-21T19:00:00-05:00,209.44,218.62,175.45,222.22
2023-07-21T20:00:00-05:00,108.5,111.9,86.84,120.44
2023-07-21T21:00:00-05:00,40.64,39.96,39.19,48.17
2023-07-21T22:00:00-05:00,29.03,28.38,28.89,34.16
2023-07-21T23:00:00-05:00,25.03,24.47,25.01,28.27
2023-07-22T00:00:00-05:00,23.28,23.07,23.28,25.83
2023-07-22T01:00:00-05:00,22.29,22.1,22.33,24.88
2023-07-22T02:00:00-05:00,20.62,20.36,20.71,24.39
2023-07-22T03:00:00-05:00,20.47,20.22,20.62,24.49
2023-07-22T04:00:00-05:00,19.26,18.99,19.34,23.29
2023-07-22T05:00:00-05:00,19.61,19.37,19.77,23.94
2023-07-22T06:00:00-05:00,18.62,18.32,18.83,23.8
2023-07-22T07:00:00-05:00,18.29,18.09,18.4,20.93
2023-07-22T08:00:00-05:00,18.39,18.38,18.36,18.36
2023-07-22T09:00:00-05:00,20.06,20.0,19.97,19.86
2023-07-22T10:00:00-05:00,25.35,25.16,25.14,24.93
2023-07-22T11:00:00-05:00,30.01,29.47,30.78,29.34
2023-07-22T12:00:00-05:00,39.25,32.16,40.09,33.25
2023-07-22T13:00:00-05:00,54.64,46.0,56.01,47.6
2023-07-22T14:00:00-05:00,79.18,66.1,85.6,69.27
2023-07-22T15:00:00-05:00,138.33,125.89,149.61,128.88
2023-07-22T16:00:00-05:00,165.99,153.87,184.1,157.0
2023-07-22T17:00:00-05:00,155.59,151.3,172.74,153.26
2023-07-22T18:00:00-05:00,154.04,152.83,153.63,156.25
2023-07-22T19:00:00-05:00,222.9,229.88,195.3,236.51
2023-07-22T20:00:00-05:00,146.46,150.5,123.85,161.68
2023-07-22T21:00:00-05:00,41.63,40.01,39.74,55.11
2023-07-22T22:00:00-05:00,30.83,30.43,29.95,38.56
2023-07-22T23:00:00-05:00,26.22,25.81,26.01,31.76
2023-07-23T00:00:00-05:00,25.11,24.68,25.25,29.71
2023-07-23T01:00:00-05:00,23.21,22.77,23.42,28.64
2023-07-23T02:00:00-05:00,21.1,20.67,21.35,26.42
2023-07-23T03:00:00-05:00,19.69,19.26,19.98,24.55
2023-07-23T04:00:00-05:00,18.77,18.22,19.19,24.88
2023-07-23T05:00:00-05:00,19.03,18.53,19.4,24.79
2023-07-23T06:00:00-05:00,18.25,17.66,18.69,25.2
2023-07-23T07:00:00-05:00,18.26,17.96,18.5,21.87
2023-07-23T08:00:00-05:00,18.22,18.21,18.23,18.4
2023-07-23T09:00:00-05:00,20.01,20.0,20.03,20.16
2023-07-23T10:00:00-05:00,25.79,25.79,25.81,25.96
2023-07-23T11:00:00-05:00,30.06,30.0,30.54,30.15
2023-07-23T12:00:00-05:00,37.99,32.33,38.64,33.45
2023-07-23T13:00:00-05:00,56.05,52.27,57.73,53.17
2023-07-23T14:00:00-05:00,76.54,75.4,79.16,75.84
2023-07-23T15:00:00-05:00,150.45,150.8,154.21,150.84
2023-07-23T16:00:00-05:00,230.59,232.3,234.34,232.15
2023-07-23T17:00:00-05:00,216.49,220.87,216.25,221.53
2023-07-23T18:00:00-05:00,215.48,222.42,199.14,224.69
2023-07-23T19:00:00-05:00,292.35,304.1,247.45,312.06
2023-07-23T20:00:00-05:00,155.71,160.03,134.8,175.63
2023-07-23T21:00:00-05:00,40.14,39.01,40.48,56.26
2023-07-23T22:00:00-05:00,27.46,26.55,27.78,36.46
2023-07-23T23:00:00-05:00,23.98,23.24,24.32,29.78
2023-07-24T00:00:00-05:00,18.75,17.61,19.49,25.07
2023-07-24T01:00:00-05:00,17.38,16.28,18.1,23.09
2023-07-24T02:00:00-05:00,17.08,15.94,17.81,22.69
2023-07-24T03:00:00-05:00,16.51,15.45,17.18,21.79
2023-07-24T04:00:00-05:00,16.93,15.97,17.53,21.93
2023-07-24T05:00:00-05:00,17.78,16.94,18.33,23.21
2023-07-24T06:00:00-05:00,17.28,16.57,17.69,21.88
2023-07-24T07:00:00-05:00,17.43,17.18,17.58,19.18
2023-07-24T08:00:00-05:00,17.75,17.69,17.73,17.68
2023-07-24T09:00:00-05:00,18.9,18.78,18.9,18.69
2023-07-24T10:00:00-05:00,22.94,22.71,23.17,22.6
2023-07-24T11:00:00-05:00,29.54,28.86,30.16,28.77
2023-07-24T12:00:00-05:00,33.66,32.19,35.21,32.32
2023-07-24T13:00:00-05:00,55.18,54.73,56.02,54.72
2023-07-24T14:00:00-05:00,78.31,78.19,79.86,78.18
2023-07-24T15:00:00-05:00,149.97,150.41,151.09,150.54
2023-07-24T16:00:00-05:00,146.66,150.51,142.74,151.11
2023-07-24T17:00:00-05:00,141.93,146.74,142.85,147.66
2023-07-24T18:00:00-05:00,116.44,119.92,113.61,120.87
2023-07-24T19:00:00-05:00,154.25,157.44,144.87,164.0
2023-07-24T20:00:00-05:00,76.25,74.96,75.19,95.23
2023-07-24T21:00:00-05:00,32.3,30.09,34.14,45.89
2023-07-24T22:00:00-05:00,27.55,26.01,28.62,37.32
2023-07-24T23:00:00-05:00,21.24,19.91,22.22,29.48
2023-07-25T00:00:00-05:00,20.43,18.71,21.61,27.34
2023-07-25T01:00:00-05:00,18.0,16.47,18.98,24.23
2023-07-25T02:00:00-05:00,16.21,14.86,17.05,21.2
2023-07-25T03:00:00-05:00,15.5,14.27,16.28,19.11
2023-07-25T04:00:00-05:00,15.62,14.49,16.28,19.36
2023-07-25T05:00:00-05:00,16.98,15.98,17.52,20.81
2023-07-25T06:00:00-05:00,16.86,15.85,17.38,20.31
2023-07-25T07:00:00-05:00,16.41,15.43,16.99,18.82
2023-07-25T08:00:00-05:00,15.78,13.91,17.4,15.21
2023-07-25T09:00:00-05:00,17.39,14.43,18.05,13.44
2023-07-25T10:00:00-05:00,21.5,17.37,22.95,15.77
2023-07-25T11:00:00-05:00,28.18,23.87,28.22,23.51
2023-07-25T12:00:00-05:00,30.25,25.05,30.95,25.48
2023-07-25T13:00:00-05:00,33.89,27.44,33.57,28.82
2023-07-25T14:00:00-05:00,46.02,36.16,46.86,37.3
2023-07-25T15:00:00-05:00,62.38,52.22,70.59,50.44
2023-07-25T16:00:00-05:00,61.71,56.45,70.82,50.08
2023-07-25T17:00:00-05:00,48.67,46.26,58.2,40.33
2023-07-25T18:00:00-05:00,50.99,54.16,55.73,50.15
2023-07-25T19:00:00-05:00,79.28,83.84,70.16,86.82
2023-07-25T20:00:00-05:00,64.11,65.06,52.12,79.93
2023-07-25T21:00:00-05:00,31.36,29.96,31.37,40.46
2023-07-25T22:00:00-05:00,27.58,26.23,27.85,35.17
2023-07-25T23:00:00-05:00,21.69,20.42,22.02,27.57
2023-07-26T00:00:00-05:00,21.73,20.28,22.41,27.53
2023-07-26T01:00:00-05:00,19.75,18.45,20.38,24.48
2023-07-26T02:00:00-05:00,17.43,16.2,18.06,22.08
2023-07-26T03:00:00-05:00,17.26,16.17,17.81,21.07
2023-07-26T04:00:00-05:00,17.21,16.2,17.74,21.12
2023-07-26T05:00:00-05:00,18.49,17.55,18.98,21.88
2023-07-26T06:00:00-05:00,18.55,17.7,18.97,21.32
2023-07-26T07:00:00-05:00,17.69,17.09,17.96,19.23
2023-07-26T08:00:00-05:00,17.66,17.13,17.79,17.38
2023-07-26T09:00:00-05:00,19.27,16.92,18.55,16.13
2023-07-26T10:00:00-05:00,24.77,21.17,23.03,19.96
2023-07-26T11:00:00-05:00,35.18,27.08,29.19,26.15
2023-07-26T12:00:00-05:00,34.76,31.05,30.68,29.27
2023-07-26T13:00:00-05:00,49.92,44.71,42.14,41.18
2023-07-26T14:00:00-05:00,50.19,45.58,45.9,43.5
2023-07-26T15:00:00-05:00,71.72,65.73,68.0,61.81
2023-07-26T16:00:00-05:00,76.34,71.23,74.57,66.66
2023-07-26T17:00:00-05:00,68.06,69.18,67.89,66.0
2023-07-26T18:00:00-05:00,74.28,78.38,68.24,79.01
2023-07-26T19:00:00-05:00,97.12,101.79,72.69,106.46
2023-07-26T20:00:00-05:00,73.73,75.08,57.44,88.14
2023-07-26T21:00:00-05:00,35.41,33.94,33.14,47.29
2023-07-26T22:00:00-05:00,31.59,30.02,31.01,40.39
2023-07-26T23:00:00-05:00,26.5,25.14,26.71,32.69
2023-07-27T00:00:00-05:00,26.22,25.09,26.7,30.54
2023-07-27T01:00:00-05:00,24.49,23.54,24.87,27.83
2023-07-27T02:00:00-05:00,22.76,21.95,23.09,25.9
2023-07-27T03:00:00-05:00,20.78,20.07,21.13,23.36
2023-07-27T04:00:00-05:00,20.04,19.48,20.35,22.46
2023-07-27T05:00:00-05:00,21.27,20.83,21.54,23.27
2023-07-27T06:00:00-05:00,21.34,20.98,21.52,22.54
2023-07-27T07:00:00-05:00,20.35,20.13,20.46,20.9
2023-07-27T08:00:00-05:00,20.81,20.75,20.84,20.97
2023-07-27T09:00:00-05:00,20.0,19.66,19.63,19.51
2023-07-27T10:00:00-05:00,26.42,25.19,25.3,24.57
2023-07-27T11:00:00-05:00,30.9,29.94,29.69,29.6
2023-07-27T12:00:00-05:00,35.64,34.42,34.03,33.94
2023-07-27T13:00:00-05:00,51.09,49.11,49.54,48.01
2023-07-27T14:00:00-05:00,57.45,55.7,58.2,54.24
2023-07-27T15:00:00-05:00,77.8,75.72,82.05,73.08
2023-07-27T16:00:00-05:00,81.77,81.03,85.84,77.12
2023-07-27T17:00:00-05:00,66.06,67.26,69.93,65.09
2023-07-27T18:00:00-05:00,67.23,70.56,66.54,70.04
2023-07-27T19:00:00-05:00,102.98,107.06,79.64,110.49
2023-07-27T20:00:00-05:00,86.2,88.41,69.63,101.5
2023-07-27T21:00:00-05:00,40.3,39.04,41.05,50.24
2023-07-27T22:00:00-05:00,30.31,29.17,31.13,38.75
2023-07-27T23:00:00-05:00,27.49,26.47,27.77,32.44
2023-07-28T00:00:00-05:00,22.93,21.68,23.4,28.46
2023-07-28T01:00:00-05:00,21.38,20.27,21.91,26.3
2023-07-28T02:00:00-05:00,19.49,18.64,19.9,22.98
2023-07-28T03:00:00-05:00,18.45,17.67,18.88,22.32
2023-07-28T04:00:00-05:00,18.21,17.55,18.56,21.2
2023-07-28T05:00:00-05:00,18.71,18.2,19.01,21.72
2023-07-28T06:00:00-05:00,19.05,18.82,19.2,20.4
2023-07-28T07:00:00-05:00,18.81,18.72,18.87,19.16
2023-07-28T08:00:00-05:00,18.82,18.81,18.84,18.87
2023-07-28T09:00:00-05:00,19.17,19.04,19.14,18.97
2023-07-28T10:00:00-05:00,25.0,24.34,24.32,23.75
2023-07-28T11:00:00-05:00,29.0,28.56,28.76,28.12
2023-07-28T12:00:00-05:00,35.96,35.55,36.02,35.12
2023-07-28T13:00:00-05:00,52.11,52.24,52.63,50.21
2023-07-28T14:00:00-05:00,63.78,63.62,66.66,61.06
2023-07-28T15:00:00-05:00,74.67,75.38,80.83,72.28
2023-07-28T16:00:00-05:00,93.56,96.62,95.14,92.87
2023-07-28T17:00:00-05:00,71.86,76.8,67.83,72.66
2023-07-28T18:00:00-05:00,71.0,76.52,59.88,76.04
2023-07-28T19:00:00-05:00,123.53,130.84,90.39,134.95
2023-07-28T20:00:00-05:00,91.1,93.93,72.08,107.41
2023-07-28T21:00:00-05:00,37.48,36.28,35.71,49.31
2023-07-28T22:00:00-05:00,28.43,27.39,28.5,37.2
2023-07-28T23:00:00-05:00,24.06,23.04,24.4,30.21
2023-07-29T00:00:00-05:00,20.34,19.59,20.72,23.86
2023-07-29T01:00:00-05:00,19.42,18.81,19.74,22.76
2023-07-29T02:00:00-05:00,18.37,17.86,18.64,21.15
2023-07-29T03:00:00-05:00,17.68,17.24,17.9,20.34
2023-07-29T04:00:00-05:00,17.21,16.9,17.4,19.82
2023-07-29T05:00:00-05:00,17.32,17.06,17.49,19.8
2023-07-29T06:00:00-05:00,17.61,17.48,17.69,18.6
2023-07-29T07:00:00-05:00,17.07,17.03,17.1,17.32
2023-07-29T08:00:00-05:00,17.25,17.25,17.26,17.25
2023-07-29T09:00:00-05:00,17.77,17.76,17.8,17.74
2023-07-29T10:00:00-05:00,23.89,23.42,23.3,23.35
2023-07-29T11:00:00-05:00,31.02,30.66,30.6,30.63
2023-07-29T12:00:00-05:00,36.7,36.51,36.61,36.46
2023-07-29T13:00:00-05:00,48.38,48.12,47.13,47.64
2023-07-29T14:00:00-05:00,60.48,59.89,57.72,59.18
2023-07-29T15:00:00-05:00,86.5,87.55,82.82,86.67
2023-07-29T16:00:00-05:00,108.76,111.18,102.46,110.38
2023-07-29T17:00:00-05:00,96.63,100.44,80.63,100.14
2023-07-29T18:00:00-05:00,94.79,98.25,77.47,98.63
2023-07-29T19:00:00-05:00,157.06,164.45,125.68,167.36
2023-07-29T20:00:00-05:00,110.25,114.55,89.54,124.38
2023-07-29T21:00:00-05:00,40.25,39.83,39.05,49.04
2023-07-29T22:00:00-05:00,31.64,31.08,31.4,38.0
2023-07-29T23:00:00-05:00,25.92,25.46,25.95,29.81
2023-07-30T00:00:00-05:00,22.51,21.98,22.73,25.5
2023-07-30T01:00:00-05:00,18.88,18.5,19.06,21.31
2023-07-30T02:00:00-05:00,17.93,17.5,18.18,20.72
2023-07-30T03:00:00-05:00,17.14,16.78,17.36,20.03
2023-07-30T04:00:00-05:00,16.8,16.4,17.06,20.25
2023-07-30T05:00:00-05:00,16.39,16.08,16.6,19.36
2023-07-30T06:00:00-05:00,15.15,14.99,15.26,17.12
2023-07-30T07:00:00-05:00,15.05,15.0,15.08,15.36
2023-07-30T08:00:00-05:00,15.0,15.0,15.0,15.0
2023-07-30T09:00:00-05:00,16.48,16.48,16.49,16.48
2023-07-30T10:00:00-05:00,21.37,21.31,21.29,21.3
2023-07-30T11:00:00-05:00,27.72,27.55,27.56,27.53
2023-07-30T12:00:00-05:00,30.66,30.59,30.59,30.5
2023-07-30T13:00:00-05:00,47.19,47.04,46.95,46.81
2023-07-30T14:00:00-05:00,57.93,57.87,57.79,57.57
2023-07-30T15:00:00-05:00,86.5,87.17,87.24,86.78
2023-07-30T16:00:00-05:00,142.43,145.72,140.4,145.41
2023-07-30T17:00:00-05:00,127.03,131.88,117.68,131.92
2023-07-30T18:00:00-05:00,144.45,151.06,117.38,151.65
2023-07-30T19:00:00-05:00,288.86,302.71,229.64,305.88
2023-07-30T20:00:00-05:00,179.67,187.13,141.04,200.04
2023-07-30T21:00:00-05:00,50.28,50.14,46.86,63.15
2023-07-30T22:00:00-05:00,37.26,36.83,35.69,44.99
2023-07-30T23:00:00-05:00,28.96,28.47,28.37,35.21
2023-07-31T00:00:00-05:00,24.23,23.77,24.39,27.71
2023-07-31T01:00:00-05:00,21.98,21.54,22.2,25.11
2023-07-31T02:00:00-05:00,19.01,18.6,19.26,22.17
2023-07-31T03:00:00-05:00,18.14,17.81,18.35,21.18
2023-07-31T04:00:00-05:00,18.07,17.67,18.34,22.06
2023-07-31T05:00:00-05:00,18.83,18.53,19.03,21.93
2023-07-31T06:00:00-05:00,19.33,19.17,19.47,21.91
2023-07-31T07:00:00-05:00,19.08,19.0,19.14,19.98
2023-07-31T08:00:00-05:00,19.02,19.02,19.03,19.02
2023-07-31T09:00:00-05:00,22.03,22.02,22.02,22.01
2023-07-31T10:00:00-05:00,28.55,28.25,28.27,28.21
2023-07-31T11:00:00-05:00,45.04,44.76,45.16,44.71
2023-07-31T12:00:00-05:00,51.48,50.65,51.26,50.49
2023-07-31T13:00:00-05:00,86.43,83.61,86.44,83.6
2023-07-31T14:00:00-05:00,164.03,165.54,165.04,162.47
2023-07-31T15:00:00-05:00,275.89,279.37,282.28,274.91
2023-07-31T16:00:00-05:00,602.35,604.91,605.76,601.92
2023-07-31T17:00:00-05:00,425.06,434.6,421.47,428.82
2023-07-31T18:00:00-05:00,286.94,299.08,255.3,296.21
2023-07-31T19:00:00-05:00,1000.0,1019.38,906.86,1020.73
2023-07-31T20:00:00-05:00,478.29,488.82,411.48,500.61
2023-07-31T21:00:00-05:00,62.46,61.9,58.34,74.87
2023-07-31T22:00:00-05:00,35.09,34.43,34.14,42.72
2023-07-31T23:00:00-05:00,27.74,27.11,27.78,33.14
2023-08-01T00:00:00-05:00,25.45,24.6,25.77,28.91
2023-08-01T01:00:00-05:00,22.64,21.77,23.12,25.8
2023-08-01T02:00:00-05:00,18.93,18.1,19.37,22.0
2023-08-01T03:00:00-05:00,18.85,17.99,19.33,22.38
2023-08-01T04:00:00-05:00,18.7,17.94,19.12,21.63
2023-08-01T05:00:00-05:00,19.7,19.1,20.05,22.52
2023-08-01T06:00:00-05:00,17.69,17.0,18.19,19.86
2023-08-01T07:00:00-05:00,17.04,16.28,17.89,17.72
2023-08-01T08:00:00-05:00,17.72,17.0,18.51,17.03
2023-08-01T09:00:00-05:00,20.43,18.93,21.9,17.83
2023-08-01T10:00:00-05:00,24.83,22.2,26.14,20.11
2023-08-01T11:00:00-05:00,34.3,32.87,35.39,30.49
2023-08-01T12:00:00-05:00,52.24,45.29,51.44,43.93
2023-08-01T13:00:00-05:00,74.02,66.16,72.83,65.56
2023-08-01T14:00:00-05:00,102.06,96.76,102.86,95.46
2023-08-01T15:00:00-05:00,126.9,124.28,128.64,120.09
2023-08-01T16:00:00-05:00,141.22,140.1,132.12,134.56
2023-08-01T17:00:00-05:00,137.25,135.53,128.78,130.86
2023-08-01T18:00:00-05:00,105.8,111.07,85.94,105.6
2023-08-01T19:00:00-05:00,186.25,195.57,151.04,196.77
2023-08-01T20:00:00-05:00,137.43,141.86,116.49,147.94
2023-08-01T21:00:00-05:00,44.57,43.48,41.72,48.92
2023-08-01T22:00:00-05:00,34.03,33.49,34.01,37.36
2023-08-01T23:00:00-05:00,28.99,28.55,29.12,31.37
2023-08-02T00:00:00-05:00,23.5,22.58,24.12,26.65
2023-08-02T01:00:00-05:00,22.75,21.8,23.31,25.92
2023-08-02T02:00:00-05:00,20.92,20.04,21.4,24.3
2023-08-02T03:00:00-05:00,19.74,18.98,20.07,22.58
2023-08-02T04:00:00-05:00,20.19,19.47,20.58,23.13
2023-08-02T05:00:00-05:00,20.75,19.97,21.15,23.78
2023-08-02T06:00:00-05:00,19.85,19.0,20.34,22.59
2023-08-02T07:00:00-05:00,18.96,18.51,19.2,20.37
2023-08-02T08:00:00-05:00,19.29,18.67,19.8,18.81
2023-08-02T09:00:00-05:00,20.68,19.0,21.67,16.98
2023-08-02T10:00:00-05:00,28.96,24.11,27.51,21.49
2023-08-02T11:00:00-05:00,35.21,27.8,34.52,26.61
2023-08-02T12:00:00-05:00,41.96,37.86,41.72,35.58
2023-08-02T13:00:00-05:00,68.02,66.0,66.53,62.66
2023-08-02T14:00:00-05:00,93.92,91.91,92.15,87.84
2023-08-02T15:00:00-05:00,120.28,119.99,114.12,113.62
2023-08-02T16:00:00-05:00,141.31,140.86,126.92,134.77
2023-08-02T17:00:00-05:00,114.68,119.16,100.85,113.12
2023-08-02T18:00:00-05:00,117.84,126.86,95.11,121.36
2023-08-02T19:00:00-05:00,190.46,198.86,152.31,200.74
2023-08-02T20:00:00-05:00,135.32,139.72,108.65,146.91
2023-08-02T21:00:00-05:00,44.44,44.13,41.38,50.43
2023-08-02T22:00:00-05:00,30.59,30.0,30.31,35.39
2023-08-02T23:00:00-05:00,26.65,26.03,26.76,30.22
2023-08-03T00:00:00-05:00,25.13,24.7,25.55,28.09
2023-08-03T01:00:00-05:00,22.6,22.17,23.12,25.22
2023-08-03T02:00:00-05:00,21.28,20.66,21.82,23.9
2023-08-03T03:00:00-05:00,19.93,19.01,20.46,22.64
2023-08-03T04:00:00-05:00,19.88,18.97,20.38,22.98
2023-08-03T05:00:00-05:00,21.33,20.39,21.85,24.24
2023-08-03T06:00:00-05:00,20.99,20.03,21.51,23.8
2023-08-03T07:00:00-05:00,21.29,20.62,21.65,23.25
2023-08-03T08:00:00-05:00,21.16,20.63,21.57,21.38
2023-08-03T09:00:00-05:00,21.3,19.83,22.2,17.83
2023-08-03T10:00:00-05:00,26.69,23.5,27.63,21.39
2023-08-03T11:00:00-05:00,31.92,29.83,31.61,27.04
2023-08-03T12:00:00-05:00,44.66,43.65,45.51,41.76
2023-08-03T13:00:00-05:00,75.62,74.74,76.22,71.69
2023-08-03T14:00:00-05:00,150.32,151.24,150.68,146.21
2023-08-03T15:00:00-05:00,252.23,251.78,248.14,244.73
2023-08-03T16:00:00-05:00,302.94,301.81,289.37,293.56
2023-08-03T17:00:00-05:00,196.83,203.4,186.15,196.89
2023-08-03T18:00:00-05:00,190.95,201.51,153.44,197.88
2023-08-03T19:00:00-05:00,326.8,340.91,246.69,343.24
2023-08-03T20:00:00-05:00,184.14,192.44,135.27,198.76
2023-08-03T21:00:00-05:00,47.58,47.89,42.15,54.03
2023-08-03T22:00:00-05:00,33.53,33.3,30.62,39.23
2023-08-03T23:00:00-05:00,27.73,27.24,26.98,31.08
2023-08-04T00:00:00-05:00,24.43,23.74,24.43,27.42
2023-08-04T01:00:00-05:00,21.18,20.42,21.34,24.14
2023-08-04T02:00:00-05:00,19.08,18.21,19.42,22.05
2023-08-04T03:00:00-05:00,18.27,17.45,18.65,21.02
2023-08-04T04:00:00-05:00,18.49,17.77,18.83,21.11
2023-08-04T05:00:00-05:00,20.07,19.51,20.34,22.05
2023-08-04T06:00:00-05:00,19.97,19.43,20.25,22.16
2023-08-04T07:00:00-05:00,19.81,19.51,19.96,20.79
2023-08-04T08:00:00-05:00,19.87,19.79,19.83,20.0
2023-08-04T09:00:00-05:00,21.65,20.22,19.91,19.59
2023-08-04T10:00:00-05:00,25.7,23.9,23.4,22.22
2023-08-04T11:00:00-05:00,31.76,29.24,28.22,28.24
2023-08-04T12:00:00-05:00,53.23,50.34,49.79,49.84
2023-08-04T13:00:00-05:00,104.0,101.1,97.09,100.75
2023-08-04T14:00:00-05:00,260.32,257.01,245.13,256.92
2023-08-04T15:00:00-05:00,344.8,344.92,318.52,344.49
2023-08-04T16:00:00-05:00,430.56,435.26,386.02,434.86
2023-08-04T17:00:00-05:00,345.24,357.42,299.87,357.87
2023-08-04T18:00:00-05:00,372.5,389.23,299.99,391.53
2023-08-04T19:00:00-05:00,716.45,744.23,557.18,752.46
2023-08-04T20:00:00-05:00,337.45,355.66,237.41,366.95
2023-08-04T21:00:00-05:00,59.33,60.99,45.04,70.53
2023-08-04T22:00:00-05:00,35.28,35.0,31.37,42.97
2023-08-04T23:00:00-05:00,28.22,27.74,26.97,32.55
2023-08-05T00:00:00-05:00,24.71,24.16,24.43,27.59
2023-08-05T01:00:00-05:00,21.24,20.75,21.09,23.49
